Order_ID,Order_Date,Customer_Region,City,Product_Category,Product_Sub_Category,Order_Channel,Order_Value,Quantity,Payment_Mode,Warehouse_Location,Dispatch_Date,Delivery_Date,Delivery_Status,Delay_Days,Inventory_Availability,Return_Flag,Return_Reason
ORD106029,16-09-2024,NSW,Sydney,Home & Kitchen,Premium,Web,30407,1,Card,WH-Mumbai,16-09-2024,20-09-2024,On-time,0,Yes,No,NA
ORD106030,01-01-2024,QLD,Brisbane,Beauty,Budget,App,36217,2,Wallet,WH-Melbourne,03-01-2024,10-01-2024,Cancelled,0,No,No,NA
ORD106031,11-03-2024,West India,Melbourne,Electronics,Premium,Web,8982,2,Wallet,WH-Delhi,11-03-2024,14-03-2024,On-time,0,Yes,No,NA
ORD106032,26-06-2024,North India,Mumbai,Fashion,Premium,Web,6236,1,Wallet,WH-Delhi,28-06-2024,04-07-2024,Delayed,3,Yes,No,NA
ORD106033,07-07-2024,QLD,Brisbane,Sports,Premium,App,41590,2,UPI,WH-Sydney,08-07-2024,15-07-2024,On-time,0,No,No,NA
ORD106034,17-10-2024,North India,Chennai,Beauty,Standard,App,22280,2,COD,WH-Mumbai,19-10-2024,20-10-2024,Delayed,3,No,Yes,No Issue
ORD106035,08-01-2024,North India,Hyderabad,Beauty,Budget,Web,18298,1,COD,WH-Sydney,09-01-2024,12-01-2024,On-time,0,No,Yes,No Issue
ORD106036,09-09-2024,NSW,Hyderabad,Home & Kitchen,Standard,App,13065,1,Card,WH-Delhi,09-09-2024,10-09-2024,Delayed,4,Yes,Yes,Wrong Item
ORD106037,18-10-2024,East India,Chennai,Grocery,Premium,App,27265,1,Card,WH-Bangalore,19-10-2024,25-10-2024,On-time,0,Yes,No,NA
ORD106038,31-08-2024,NSW,Kolkata,Sports,Premium,App,39338,2,COD,WH-Mumbai,01-09-2024,07-09-2024,Delayed,4,Yes,No,NA
ORD106039,02-05-2024,West India,Delhi,Grocery,Standard,Web,4428,2,COD,WH-Sydney,02-05-2024,06-05-2024,Delayed,5,Yes,No,NA
ORD106040,25-10-2024,East India,Mumbai,Home & Kitchen,Premium,Web,46968,4,COD,WH-Sydney,26-10-2024,02-11-2024,On-time,0,Yes,No,NA
ORD106041,09-10-2024,East India,Chennai,Beauty,Premium,Web,28856,2,Wallet,WH-Delhi,10-10-2024,12-10-2024,Delayed,3,No,No,NA
ORD106042,01-02-2024,West India,Chennai,Electronics,Budget,Web,15718,2,Wallet,WH-Sydney,03-02-2024,06-02-2024,Delayed,5,Yes,No,NA
ORD106043,29-11-2024,East India,Melbourne,Beauty,Premium,App,48686,1,COD,WH-Delhi,30-11-2024,03-12-2024,Delayed,3,Yes,No,NA
ORD106044,25-05-2024,QLD,Brisbane,Home & Kitchen,Budget,Web,39133,3,Card,WH-Bangalore,25-05-2024,27-05-2024,On-time,0,Yes,No,NA
ORD106045,04-06-2024,South India,Chennai,Beauty,Budget,Web,9084,2,COD,WH-Sydney,06-06-2024,12-06-2024,On-time,0,Yes,No,NA
ORD106046,16-01-2024,West India,Kolkata,Sports,Standard,Web,27632,2,Card,WH-Delhi,17-01-2024,18-01-2024,On-time,0,Yes,No,NA
ORD106047,20-12-2024,West India,Chennai,Beauty,Standard,App,44633,2,Wallet,WH-Delhi,20-12-2024,27-12-2024,On-time,0,Yes,No,NA
ORD106048,16-02-2024,South India,Chennai,Beauty,Premium,App,16183,4,COD,WH-Bangalore,18-02-2024,20-02-2024,Cancelled,0,Yes,No,NA
ORD106049,07-09-2024,NSW,Brisbane,Beauty,Standard,Web,15751,1,Card,WH-Sydney,09-09-2024,15-09-2024,On-time,0,Yes,No,NA
ORD106050,05-07-2024,NSW,Chennai,Electronics,Budget,App,25672,4,COD,WH-Bangalore,06-07-2024,08-07-2024,Delayed,4,Yes,No,NA
ORD106051,31-01-2024,NSW,Kolkata,Fashion,Standard,App,43941,4,Wallet,WH-Bangalore,02-02-2024,07-02-2024,Delayed,2,Yes,No,NA
ORD106052,16-09-2024,East India,Brisbane,Fashion,Budget,Web,11235,3,Wallet,WH-Bangalore,18-09-2024,19-09-2024,Delayed,2,Yes,No,NA
ORD106053,17-01-2024,South India,Bangalore,Grocery,Standard,App,43019,2,Wallet,WH-Sydney,17-01-2024,19-01-2024,On-time,0,Yes,No,NA
ORD106054,08-02-2024,QLD,Sydney,Fashion,Premium,App,32954,4,UPI,WH-Melbourne,08-02-2024,14-02-2024,On-time,0,Yes,No,NA
ORD106055,30-10-2024,West India,Sydney,Fashion,Standard,Web,44513,4,Wallet,WH-Delhi,01-11-2024,07-11-2024,On-time,0,Yes,No,NA
ORD106056,08-02-2024,West India,Delhi,Fashion,Premium,Web,36465,4,COD,WH-Delhi,10-02-2024,12-02-2024,Delayed,4,Yes,Yes,Damaged
ORD106057,11-05-2024,West India,Mumbai,Beauty,Standard,App,33258,1,Card,WH-Bangalore,13-05-2024,20-05-2024,On-time,0,Yes,No,NA
ORD106058,30-01-2024,East India,Hyderabad,Beauty,Budget,Web,11044,2,COD,WH-Bangalore,01-02-2024,06-02-2024,On-time,0,Yes,Yes,Late Delivery
ORD106059,06-06-2024,East India,Melbourne,Sports,Standard,App,10107,4,COD,WH-Melbourne,08-06-2024,13-06-2024,Cancelled,0,No,No,NA
ORD106060,04-10-2024,VIC,Kolkata,Electronics,Standard,App,24548,2,UPI,WH-Mumbai,04-10-2024,09-10-2024,On-time,0,Yes,No,NA
ORD106061,21-07-2024,QLD,Sydney,Beauty,Budget,Web,44129,2,COD,WH-Delhi,21-07-2024,25-07-2024,On-time,0,Yes,No,NA
ORD106062,06-03-2024,NSW,Bangalore,Beauty,Budget,App,17913,3,UPI,WH-Mumbai,08-03-2024,11-03-2024,Cancelled,0,Yes,Yes,Late Delivery
ORD106063,17-04-2024,VIC,Kolkata,Fashion,Standard,App,14363,1,COD,WH-Bangalore,18-04-2024,23-04-2024,On-time,0,Yes,No,NA
ORD106064,24-09-2024,VIC,Brisbane,Electronics,Budget,App,1348,4,UPI,WH-Delhi,25-09-2024,26-09-2024,Cancelled,0,Yes,Yes,Wrong Item
ORD106065,09-08-2024,East India,Bangalore,Electronics,Budget,Web,32960,4,Wallet,WH-Delhi,10-08-2024,14-08-2024,Delayed,2,No,No,NA
ORD106066,18-10-2024,NSW,Kolkata,Fashion,Standard,App,38752,3,UPI,WH-Bangalore,18-10-2024,21-10-2024,Delayed,2,Yes,No,NA
ORD106067,18-01-2024,NSW,Sydney,Fashion,Premium,App,23684,4,UPI,WH-Mumbai,20-01-2024,24-01-2024,Delayed,5,Yes,No,NA
ORD106068,30-03-2024,West India,Hyderabad,Electronics,Standard,App,42790,1,COD,WH-Mumbai,31-03-2024,05-04-2024,On-time,0,Yes,No,NA
ORD106069,29-06-2024,East India,Melbourne,Home & Kitchen,Standard,Web,44689,4,Wallet,WH-Sydney,30-06-2024,02-07-2024,On-time,0,No,No,NA
ORD106070,11-09-2024,NSW,Melbourne,Fashion,Premium,Web,15763,1,UPI,WH-Sydney,12-09-2024,14-09-2024,On-time,0,Yes,Yes,Damaged
ORD106071,09-09-2024,VIC,Kolkata,Fashion,Standard,Web,23255,4,COD,WH-Melbourne,11-09-2024,17-09-2024,On-time,0,Yes,No,NA
ORD106072,13-09-2024,South India,Sydney,Electronics,Standard,App,34490,2,Card,WH-Melbourne,15-09-2024,19-09-2024,On-time,0,Yes,No,NA
ORD106073,11-12-2024,South India,Bangalore,Home & Kitchen,Budget,Web,8431,2,COD,WH-Mumbai,11-12-2024,14-12-2024,On-time,0,Yes,No,NA
ORD106074,27-03-2024,East India,Sydney,Sports,Standard,Web,26499,3,COD,WH-Bangalore,29-03-2024,01-04-2024,Delayed,2,No,No,NA
ORD106075,30-03-2024,West India,Sydney,Home & Kitchen,Premium,App,44482,4,Card,WH-Mumbai,30-03-2024,31-03-2024,Cancelled,0,No,No,NA
ORD106076,24-08-2024,West India,Chennai,Grocery,Premium,Web,20394,4,UPI,WH-Delhi,25-08-2024,30-08-2024,Delayed,1,Yes,Yes,No Issue
ORD106077,10-03-2024,NSW,Chennai,Home & Kitchen,Budget,App,31660,1,COD,WH-Sydney,10-03-2024,12-03-2024,Delayed,4,Yes,No,NA
ORD106078,13-02-2024,QLD,Bangalore,Fashion,Standard,App,20417,4,COD,WH-Sydney,13-02-2024,16-02-2024,Delayed,4,Yes,Yes,Late Delivery
ORD106079,18-07-2024,East India,Sydney,Beauty,Standard,App,22439,3,COD,WH-Mumbai,20-07-2024,21-07-2024,Delayed,2,Yes,Yes,Wrong Item
ORD106080,31-05-2024,QLD,Hyderabad,Electronics,Standard,App,31930,4,Wallet,WH-Delhi,01-06-2024,05-06-2024,Delayed,2,No,No,NA
ORD106081,26-03-2024,South India,Bangalore,Sports,Standard,App,45730,2,UPI,WH-Mumbai,26-03-2024,01-04-2024,On-time,0,Yes,No,NA
ORD106082,19-01-2024,VIC,Kolkata,Fashion,Premium,Web,15027,3,Wallet,WH-Mumbai,20-01-2024,21-01-2024,On-time,0,Yes,Yes,Damaged
ORD106083,10-04-2024,NSW,Kolkata,Sports,Premium,App,34376,2,UPI,WH-Mumbai,11-04-2024,13-04-2024,On-time,0,Yes,No,NA
ORD106084,04-04-2024,VIC,Kolkata,Electronics,Budget,App,36171,3,Card,WH-Delhi,06-04-2024,12-04-2024,Delayed,4,Yes,Yes,Late Delivery
ORD106085,10-09-2024,QLD,Mumbai,Sports,Standard,App,16175,3,COD,WH-Sydney,11-09-2024,16-09-2024,On-time,0,Yes,No,NA
ORD106086,22-12-2024,NSW,Sydney,Home & Kitchen,Premium,App,46276,3,Wallet,WH-Bangalore,22-12-2024,28-12-2024,On-time,0,Yes,No,NA
ORD106087,30-01-2024,North India,Sydney,Electronics,Standard,App,28333,3,Card,WH-Melbourne,31-01-2024,01-02-2024,Delayed,5,Yes,Yes,Damaged
ORD106088,05-09-2024,VIC,Chennai,Fashion,Premium,App,1571,1,UPI,WH-Delhi,06-09-2024,10-09-2024,On-time,0,No,No,NA
ORD106089,02-02-2024,East India,Kolkata,Beauty,Premium,App,31901,3,UPI,WH-Sydney,03-02-2024,04-02-2024,Delayed,5,Yes,No,NA
ORD106090,16-08-2024,VIC,Chennai,Fashion,Budget,Web,28444,2,Card,WH-Mumbai,18-08-2024,22-08-2024,On-time,0,Yes,No,NA
ORD106091,12-01-2024,VIC,Chennai,Grocery,Standard,Web,32232,4,UPI,WH-Bangalore,14-01-2024,15-01-2024,On-time,0,Yes,No,NA
ORD106092,27-04-2024,NSW,Kolkata,Electronics,Budget,Web,28574,1,COD,WH-Melbourne,28-04-2024,30-04-2024,Cancelled,0,Yes,No,NA
ORD106093,15-12-2024,South India,Brisbane,Fashion,Budget,App,39698,1,UPI,WH-Melbourne,16-12-2024,19-12-2024,On-time,0,Yes,No,NA
ORD106094,03-06-2024,QLD,Sydney,Home & Kitchen,Budget,Web,16352,1,UPI,WH-Delhi,04-06-2024,11-06-2024,Cancelled,0,No,No,NA
ORD106095,02-09-2024,North India,Mumbai,Home & Kitchen,Budget,Web,3855,4,Card,WH-Mumbai,03-09-2024,08-09-2024,Delayed,1,Yes,No,NA
ORD106096,27-11-2024,VIC,Kolkata,Sports,Budget,App,24027,4,UPI,WH-Mumbai,27-11-2024,01-12-2024,On-time,0,No,No,NA
ORD106097,03-09-2024,QLD,Hyderabad,Fashion,Budget,Web,22542,1,UPI,WH-Bangalore,04-09-2024,06-09-2024,On-time,0,No,No,NA
ORD106098,29-01-2024,QLD,Kolkata,Sports,Budget,App,33644,1,Card,WH-Melbourne,30-01-2024,03-02-2024,On-time,0,Yes,No,NA
ORD106099,09-06-2024,South India,Melbourne,Grocery,Standard,App,20335,3,COD,WH-Delhi,09-06-2024,12-06-2024,On-time,0,Yes,No,NA
ORD106100,22-08-2024,West India,Melbourne,Electronics,Budget,App,27545,3,Card,WH-Mumbai,23-08-2024,27-08-2024,On-time,0,Yes,No,NA
ORD106101,08-07-2024,North India,Bangalore,Grocery,Standard,App,26007,4,COD,WH-Melbourne,10-07-2024,13-07-2024,On-time,0,Yes,No,NA
ORD106102,26-04-2024,North India,Brisbane,Beauty,Standard,Web,35119,3,COD,WH-Melbourne,26-04-2024,29-04-2024,On-time,0,No,No,NA
ORD106103,27-09-2024,QLD,Kolkata,Sports,Premium,App,5340,2,Wallet,WH-Sydney,29-09-2024,03-10-2024,On-time,0,Yes,Yes,No Issue
ORD106104,14-09-2024,NSW,Sydney,Fashion,Budget,Web,10958,2,Card,WH-Bangalore,16-09-2024,18-09-2024,Delayed,4,Yes,No,NA
ORD106105,28-06-2024,VIC,Brisbane,Sports,Standard,Web,37420,3,Card,WH-Mumbai,29-06-2024,30-06-2024,On-time,0,Yes,No,NA
ORD106106,20-06-2024,West India,Sydney,Grocery,Premium,App,21666,3,Card,WH-Sydney,22-06-2024,28-06-2024,On-time,0,Yes,No,NA
ORD106107,30-09-2024,NSW,Brisbane,Beauty,Premium,Web,37477,1,UPI,WH-Bangalore,30-09-2024,06-10-2024,On-time,0,Yes,No,NA
ORD106108,15-09-2024,East India,Delhi,Grocery,Budget,App,6349,3,COD,WH-Sydney,17-09-2024,19-09-2024,On-time,0,Yes,No,NA
ORD106109,14-05-2024,South India,Delhi,Beauty,Budget,App,48078,2,COD,WH-Mumbai,14-05-2024,20-05-2024,Delayed,5,No,Yes,Wrong Item
ORD106110,19-06-2024,South India,Bangalore,Home & Kitchen,Budget,App,40503,4,COD,WH-Delhi,21-06-2024,23-06-2024,On-time,0,Yes,No,NA
ORD106111,28-07-2024,NSW,Brisbane,Home & Kitchen,Budget,Web,14630,4,Card,WH-Sydney,28-07-2024,30-07-2024,On-time,0,Yes,Yes,Wrong Item
ORD106112,23-08-2024,QLD,Delhi,Fashion,Standard,App,14893,1,COD,WH-Sydney,24-08-2024,31-08-2024,On-time,0,Yes,Yes,Wrong Item
ORD106113,04-07-2024,South India,Delhi,Grocery,Standard,Web,19235,4,COD,WH-Melbourne,05-07-2024,09-07-2024,Cancelled,0,Yes,No,NA
ORD106114,29-12-2024,VIC,Hyderabad,Home & Kitchen,Budget,Web,19929,3,COD,WH-Mumbai,31-12-2024,06-01-2025,On-time,0,Yes,No,NA
ORD106115,04-04-2024,South India,Melbourne,Sports,Budget,App,44846,1,COD,WH-Sydney,06-04-2024,07-04-2024,On-time,0,Yes,No,NA
ORD106116,11-01-2024,VIC,Mumbai,Electronics,Standard,App,9791,3,Wallet,WH-Delhi,12-01-2024,13-01-2024,On-time,0,Yes,No,NA
ORD106117,08-03-2024,East India,Chennai,Sports,Budget,Web,43810,4,Wallet,WH-Sydney,09-03-2024,12-03-2024,On-time,0,Yes,No,NA
ORD106118,28-07-2024,West India,Kolkata,Home & Kitchen,Premium,Web,28034,3,Card,WH-Bangalore,28-07-2024,29-07-2024,Delayed,1,Yes,No,NA
ORD106119,14-07-2024,North India,Delhi,Home & Kitchen,Standard,App,22626,1,Wallet,WH-Delhi,15-07-2024,17-07-2024,Delayed,1,Yes,No,NA
ORD106120,07-04-2024,NSW,Chennai,Grocery,Premium,App,34915,1,UPI,WH-Delhi,08-04-2024,12-04-2024,Delayed,5,Yes,No,NA
ORD106121,02-04-2024,NSW,Chennai,Beauty,Premium,App,31937,2,Wallet,WH-Sydney,02-04-2024,03-04-2024,On-time,0,Yes,No,NA
ORD106122,22-01-2024,VIC,Brisbane,Electronics,Premium,App,45115,4,UPI,WH-Sydney,23-01-2024,30-01-2024,On-time,0,Yes,No,NA
ORD106123,20-06-2024,East India,Brisbane,Electronics,Premium,App,41324,3,Card,WH-Melbourne,20-06-2024,23-06-2024,On-time,0,Yes,No,NA
ORD106124,13-05-2024,East India,Kolkata,Beauty,Budget,Web,47596,2,UPI,WH-Mumbai,14-05-2024,15-05-2024,On-time,0,Yes,No,NA
ORD106125,25-01-2024,QLD,Melbourne,Grocery,Budget,Web,48466,2,COD,WH-Melbourne,25-01-2024,29-01-2024,Cancelled,0,Yes,No,NA
ORD106126,03-07-2024,North India,Chennai,Home & Kitchen,Budget,Web,33269,4,UPI,WH-Bangalore,04-07-2024,06-07-2024,On-time,0,Yes,Yes,No Issue
ORD106127,25-03-2024,West India,Melbourne,Beauty,Budget,App,24898,3,Wallet,WH-Mumbai,26-03-2024,27-03-2024,On-time,0,Yes,Yes,No Issue
ORD106128,24-02-2024,NSW,Bangalore,Electronics,Standard,App,16560,4,UPI,WH-Melbourne,26-02-2024,01-03-2024,On-time,0,Yes,No,NA
ORD106129,07-09-2024,VIC,Mumbai,Electronics,Budget,App,48315,3,COD,WH-Melbourne,07-09-2024,10-09-2024,Delayed,1,Yes,Yes,Wrong Item
ORD106130,23-05-2024,East India,Kolkata,Home & Kitchen,Standard,App,14776,2,COD,WH-Sydney,24-05-2024,26-05-2024,On-time,0,Yes,No,NA
ORD106131,16-12-2024,NSW,Hyderabad,Home & Kitchen,Premium,Web,18988,2,COD,WH-Melbourne,18-12-2024,25-12-2024,On-time,0,Yes,No,NA
ORD106132,15-06-2024,VIC,Melbourne,Fashion,Standard,Web,16371,2,Wallet,WH-Sydney,17-06-2024,23-06-2024,On-time,0,Yes,No,NA
ORD106133,11-08-2024,South India,Delhi,Sports,Budget,Web,30903,3,Card,WH-Delhi,11-08-2024,14-08-2024,Delayed,5,Yes,No,NA
ORD106134,07-08-2024,NSW,Bangalore,Beauty,Premium,Web,6655,1,UPI,WH-Mumbai,09-08-2024,14-08-2024,Cancelled,0,Yes,Yes,No Issue
ORD106135,27-06-2024,West India,Sydney,Home & Kitchen,Premium,App,9149,4,Card,WH-Sydney,28-06-2024,04-07-2024,On-time,0,Yes,No,NA
ORD106136,28-04-2024,VIC,Chennai,Fashion,Budget,Web,7991,3,Card,WH-Melbourne,30-04-2024,03-05-2024,On-time,0,Yes,Yes,Damaged
ORD106137,21-09-2024,West India,Hyderabad,Grocery,Premium,App,5286,4,COD,WH-Sydney,21-09-2024,24-09-2024,On-time,0,Yes,No,NA
ORD106138,29-05-2024,NSW,Melbourne,Electronics,Premium,Web,16445,4,UPI,WH-Delhi,29-05-2024,05-06-2024,On-time,0,Yes,Yes,Late Delivery
ORD106139,02-08-2024,South India,Delhi,Beauty,Premium,Web,9232,2,Card,WH-Bangalore,03-08-2024,04-08-2024,On-time,0,No,No,NA
ORD106140,15-07-2024,West India,Delhi,Sports,Standard,App,11855,4,Wallet,WH-Bangalore,16-07-2024,17-07-2024,On-time,0,Yes,No,NA
ORD106141,11-02-2024,East India,Sydney,Grocery,Premium,App,18704,1,Wallet,WH-Delhi,12-02-2024,15-02-2024,Cancelled,0,Yes,No,NA
ORD106142,22-02-2024,VIC,Brisbane,Beauty,Premium,App,36710,3,Wallet,WH-Melbourne,24-02-2024,28-02-2024,Delayed,2,Yes,Yes,Wrong Item
ORD106143,25-11-2024,NSW,Chennai,Beauty,Standard,App,41388,1,Wallet,WH-Mumbai,26-11-2024,03-12-2024,Delayed,3,Yes,Yes,No Issue
ORD106144,07-09-2024,South India,Melbourne,Home & Kitchen,Budget,Web,13857,1,Wallet,WH-Mumbai,08-09-2024,13-09-2024,Cancelled,0,Yes,No,NA
ORD106145,21-10-2024,East India,Sydney,Fashion,Standard,App,30215,2,COD,WH-Sydney,22-10-2024,23-10-2024,On-time,0,Yes,No,NA
ORD106146,27-09-2024,NSW,Mumbai,Beauty,Standard,Web,49605,3,Card,WH-Bangalore,27-09-2024,29-09-2024,On-time,0,Yes,No,NA
ORD106147,02-05-2024,QLD,Hyderabad,Sports,Budget,Web,26158,3,UPI,WH-Delhi,03-05-2024,07-05-2024,Delayed,1,Yes,No,NA
ORD106148,04-12-2024,South India,Brisbane,Grocery,Budget,Web,17259,1,COD,WH-Melbourne,06-12-2024,13-12-2024,On-time,0,Yes,No,NA
ORD106149,22-09-2024,East India,Brisbane,Sports,Standard,Web,38423,3,Card,WH-Delhi,22-09-2024,23-09-2024,On-time,0,Yes,No,NA
ORD106150,13-12-2024,West India,Bangalore,Beauty,Premium,App,10228,4,Wallet,WH-Bangalore,14-12-2024,21-12-2024,Delayed,4,Yes,No,NA
ORD106151,29-01-2024,NSW,Bangalore,Sports,Budget,App,23885,3,UPI,WH-Delhi,30-01-2024,01-02-2024,Cancelled,0,No,No,NA
ORD106152,04-02-2024,NSW,Mumbai,Sports,Premium,Web,25462,3,Wallet,WH-Delhi,04-02-2024,06-02-2024,On-time,0,Yes,No,NA
ORD106153,06-01-2024,West India,Sydney,Fashion,Budget,Web,49834,4,Wallet,WH-Delhi,06-01-2024,09-01-2024,On-time,0,Yes,No,NA
ORD106154,20-04-2024,QLD,Kolkata,Electronics,Premium,App,41029,4,UPI,WH-Sydney,20-04-2024,25-04-2024,On-time,0,Yes,Yes,Wrong Item
ORD106155,20-10-2024,North India,Hyderabad,Beauty,Standard,App,12434,4,Card,WH-Melbourne,22-10-2024,28-10-2024,On-time,0,Yes,No,NA
ORD106156,17-03-2024,East India,Sydney,Grocery,Standard,Web,20183,4,UPI,WH-Mumbai,18-03-2024,25-03-2024,On-time,0,Yes,No,NA
ORD106157,14-12-2024,West India,Chennai,Electronics,Standard,Web,36144,3,COD,WH-Melbourne,15-12-2024,16-12-2024,On-time,0,Yes,No,NA
ORD106158,26-05-2024,NSW,Hyderabad,Sports,Standard,Web,40484,2,Wallet,WH-Bangalore,27-05-2024,30-05-2024,On-time,0,Yes,No,NA
ORD106159,07-03-2024,East India,Brisbane,Electronics,Budget,App,5543,2,COD,WH-Mumbai,07-03-2024,10-03-2024,On-time,0,Yes,No,NA
ORD106160,08-01-2024,QLD,Brisbane,Home & Kitchen,Standard,App,35090,4,COD,WH-Sydney,09-01-2024,14-01-2024,Delayed,3,Yes,No,NA
ORD106161,01-05-2024,East India,Chennai,Home & Kitchen,Premium,Web,48443,3,COD,WH-Mumbai,02-05-2024,09-05-2024,On-time,0,Yes,No,NA
ORD106162,05-12-2024,North India,Kolkata,Beauty,Standard,Web,48460,3,Wallet,WH-Mumbai,05-12-2024,09-12-2024,On-time,0,Yes,No,NA
ORD106163,23-06-2024,NSW,Mumbai,Grocery,Standard,Web,3492,3,Wallet,WH-Mumbai,24-06-2024,27-06-2024,Delayed,5,Yes,No,NA
ORD106164,27-06-2024,South India,Bangalore,Home & Kitchen,Standard,Web,4897,3,Card,WH-Delhi,29-06-2024,03-07-2024,Cancelled,0,Yes,No,NA
ORD106165,25-03-2024,North India,Brisbane,Sports,Standard,Web,30121,3,Card,WH-Bangalore,26-03-2024,31-03-2024,On-time,0,Yes,No,NA
ORD106166,14-02-2024,North India,Kolkata,Fashion,Budget,Web,13511,2,UPI,WH-Sydney,16-02-2024,19-02-2024,Delayed,3,Yes,No,NA
ORD106167,15-05-2024,South India,Melbourne,Fashion,Budget,App,27774,1,UPI,WH-Bangalore,15-05-2024,16-05-2024,On-time,0,Yes,No,NA
ORD106168,08-12-2024,South India,Hyderabad,Sports,Budget,App,1588,1,Wallet,WH-Delhi,09-12-2024,13-12-2024,On-time,0,No,No,NA
ORD106169,16-01-2024,QLD,Mumbai,Electronics,Premium,App,34760,1,UPI,WH-Sydney,18-01-2024,23-01-2024,On-time,0,Yes,No,NA
ORD106170,28-11-2024,QLD,Sydney,Sports,Premium,App,49284,4,COD,WH-Delhi,29-11-2024,05-12-2024,Delayed,4,Yes,No,NA
ORD106171,13-07-2024,North India,Kolkata,Electronics,Standard,App,43879,4,Card,WH-Sydney,13-07-2024,15-07-2024,Delayed,2,Yes,No,NA
ORD106172,09-01-2024,East India,Mumbai,Electronics,Premium,Web,48143,2,Wallet,WH-Sydney,09-01-2024,12-01-2024,Delayed,2,Yes,Yes,Damaged
ORD106173,11-11-2024,West India,Kolkata,Fashion,Premium,App,47173,2,Card,WH-Melbourne,12-11-2024,15-11-2024,On-time,0,Yes,No,NA
ORD106174,29-11-2024,West India,Melbourne,Home & Kitchen,Premium,Web,6096,3,UPI,WH-Delhi,29-11-2024,02-12-2024,On-time,0,Yes,Yes,Wrong Item
ORD106175,28-11-2024,North India,Delhi,Sports,Premium,App,18237,2,Card,WH-Bangalore,30-11-2024,01-12-2024,Delayed,5,Yes,No,NA
ORD106176,22-11-2024,East India,Chennai,Home & Kitchen,Budget,Web,18940,4,Card,WH-Delhi,22-11-2024,23-11-2024,Cancelled,0,Yes,No,NA
ORD106177,15-01-2024,South India,Delhi,Beauty,Budget,Web,14997,2,UPI,WH-Delhi,15-01-2024,17-01-2024,Delayed,2,Yes,No,NA
ORD106178,22-11-2024,VIC,Mumbai,Grocery,Premium,Web,1927,3,Card,WH-Delhi,24-11-2024,30-11-2024,On-time,0,Yes,Yes,Late Delivery
ORD106179,11-04-2024,North India,Delhi,Fashion,Premium,Web,15570,3,Wallet,WH-Melbourne,12-04-2024,15-04-2024,On-time,0,Yes,No,NA
ORD106180,13-08-2024,NSW,Kolkata,Electronics,Budget,App,1142,3,COD,WH-Melbourne,13-08-2024,18-08-2024,On-time,0,No,No,NA
ORD106181,04-10-2024,East India,Kolkata,Grocery,Standard,App,15476,4,Card,WH-Melbourne,05-10-2024,06-10-2024,On-time,0,No,No,NA
ORD106182,22-04-2024,NSW,Delhi,Electronics,Budget,App,21807,1,Wallet,WH-Melbourne,24-04-2024,25-04-2024,On-time,0,Yes,No,NA
ORD106183,01-01-2024,NSW,Chennai,Grocery,Premium,Web,38228,1,COD,WH-Delhi,02-01-2024,08-01-2024,On-time,0,Yes,No,NA
ORD106184,22-09-2024,North India,Chennai,Grocery,Premium,Web,25723,4,Wallet,WH-Bangalore,22-09-2024,24-09-2024,Delayed,3,Yes,No,NA
ORD106185,26-07-2024,East India,Melbourne,Home & Kitchen,Premium,App,17797,3,Wallet,WH-Mumbai,26-07-2024,31-07-2024,On-time,0,Yes,No,NA
ORD106186,19-04-2024,NSW,Kolkata,Beauty,Budget,Web,4369,3,COD,WH-Delhi,19-04-2024,23-04-2024,On-time,0,Yes,Yes,Wrong Item
ORD106187,18-07-2024,QLD,Mumbai,Beauty,Premium,App,39508,4,UPI,WH-Bangalore,20-07-2024,21-07-2024,On-time,0,Yes,No,NA
ORD106188,01-11-2024,QLD,Hyderabad,Electronics,Budget,Web,31113,1,Wallet,WH-Mumbai,01-11-2024,06-11-2024,On-time,0,Yes,Yes,Late Delivery
ORD106189,12-01-2024,East India,Chennai,Fashion,Standard,Web,16708,3,UPI,WH-Mumbai,13-01-2024,20-01-2024,On-time,0,Yes,No,NA
ORD106190,10-12-2024,West India,Chennai,Beauty,Premium,Web,48093,3,UPI,WH-Melbourne,10-12-2024,14-12-2024,Delayed,5,Yes,No,NA
ORD106191,06-07-2024,VIC,Melbourne,Fashion,Premium,Web,46076,1,Card,WH-Mumbai,08-07-2024,09-07-2024,On-time,0,Yes,Yes,No Issue
ORD106192,02-06-2024,NSW,Hyderabad,Electronics,Standard,App,9597,4,UPI,WH-Bangalore,03-06-2024,04-06-2024,Delayed,5,Yes,Yes,Wrong Item
ORD106193,29-11-2024,NSW,Bangalore,Fashion,Budget,Web,34260,2,Wallet,WH-Melbourne,30-11-2024,06-12-2024,On-time,0,No,No,NA
ORD106194,05-10-2024,East India,Chennai,Grocery,Premium,App,5091,3,Wallet,WH-Delhi,07-10-2024,12-10-2024,Delayed,1,Yes,No,NA
ORD106195,19-06-2024,QLD,Delhi,Grocery,Premium,Web,43830,1,COD,WH-Delhi,20-06-2024,26-06-2024,On-time,0,No,No,NA
ORD106196,13-05-2024,VIC,Kolkata,Electronics,Premium,App,9924,4,UPI,WH-Melbourne,13-05-2024,19-05-2024,Delayed,5,Yes,Yes,Late Delivery
ORD106197,25-01-2024,West India,Chennai,Fashion,Premium,App,34594,1,COD,WH-Melbourne,26-01-2024,01-02-2024,Delayed,5,No,Yes,Damaged
